Rank,Website,Category,Rank Change,Avg. Visit Duration,Pages / Visit,Bounce Rate,Fetched From
26,mercari.com,Ecommerce & Shopping > Marketplace,1,00:07:21,8.8,33.47%,Ecommerce & Shopping
27,shopee.com.br,Ecommerce & Shopping > Marketplace,=,00:10:49,7.74,35.45%,Ecommerce & Shopping
28,shopee.co.id,Ecommerce & Shopping > Marketplace,=,00:07:48,8.53,34.84%,Ecommerce & Shopping
29,ebay.de,Ecommerce & Shopping > Marketplace,=,00:07:54,7.8,30.29%,Ecommerce & Shopping
30,amazon.es,Ecommerce & Shopping > Marketplace,=,00:06:11,8.37,31.66%,Ecommerce & Shopping
31,trendyol.com,Ecommerce & Shopping > Marketplace,2,00:08:13,8.16,32.27%,Ecommerce & Shopping
32,dmm.com,Ecommerce & Shopping > Marketplace,1,00:05:29,4.46,41.09%,Ecommerce & Shopping
33,shopee.co.th,Ecommerce & Shopping > Marketplace,1,00:04:23,6.71,18.6%,Ecommerce & Shopping
34,mercadolibre.com.ar,Ecommerce & Shopping > Marketplace,=,00:07:48,11.22,30.29%,Ecommerce & Shopping
35,costco.com,Ecommerce & Shopping > Marketplace,=,00:03:59,5.41,37.17%,Ecommerce & Shopping
36,olx.com.br,Ecommerce & Shopping > Marketplace,2,00:07:23,7.07,33.23%,Ecommerce & Shopping
37,mercadolibre.com.mx,Ecommerce & Shopping > Marketplace,=,00:06:14,8.0,38.9%,Ecommerce & Shopping
38,olx.pl,Ecommerce & Shopping > Marketplace,2,00:09:46,11.34,23.59%,Ecommerce & Shopping
39,wayfair.com,Ecommerce & Shopping > Marketplace,3,00:05:09,5.58,45.99%,Ecommerce & Shopping
40,amazon.com.mx,Ecommerce & Shopping > Marketplace,1,00:04:28,6.63,47.4%,Ecommerce & Shopping
41,jd.com,Ecommerce & Shopping > Marketplace,=,00:07:39,9.78,23.37%,Ecommerce & Shopping
42,alibaba.com,Ecommerce & Shopping > Marketplace,2,00:06:40,6.94,41.76%,Ecommerce & Shopping
43,dns-shop.ru,Ecommerce & Shopping > Marketplace,=,00:05:15,5.6,25.37%,Ecommerce & Shopping
44,bol.com,Ecommerce & Shopping > Marketplace,2,00:05:20,6.28,37.12%,Ecommerce & Shopping
45,aliexpress.ru,Ecommerce & Shopping > Marketplace,2,00:05:38,8.7,30.76%,Ecommerce & Shopping
46,amazon.com.au,Ecommerce & Shopping > Marketplace,1,00:03:41,6.25,35.25%,Ecommerce & Shopping
47,tokopedia.com,Ecommerce & Shopping > Marketplace,1,00:07:11,8.52,34.91%,Ecommerce & Shopping
48,hepsiburada.com,Ecommerce & Shopping > Marketplace,=,00:05:01,6.2,39.53%,Ecommerce & Shopping
49,tmall.com,Ecommerce & Shopping > Marketplace,2,00:08:33,13.6,20.83%,Ecommerce & Shopping
50,shopee.ph,Ecommerce & Shopping > Marketplace,=,00:05:21,7.11,41%,Ecommerce & Shopping
1,kakaku.com,Ecommerce & Shopping > Price Comparison,=,00:05:01,4.76,43.08%,Ecommerce & Shopping
2,idealo.de,Ecommerce & Shopping > Price Comparison,=,00:03:03,3.33,43.4%,Ecommerce & Shopping
3,akakce.com,Ecommerce & Shopping > Price Comparison,=,00:02:20,3.89,31.04%,Ecommerce & Shopping
4,ceneo.pl,Ecommerce & Shopping > Price Comparison,=,00:02:05,3.09,28.06%,Ecommerce & Shopping
5,mydealz.de,Ecommerce & Shopping > Price Comparison,=,00:04:41,4.1,41.75%,Ecommerce & Shopping
6,trovaprezzi.it,Ecommerce & Shopping > Price Comparison,=,00:02:29,2.6,43.98%,Ecommerce & Shopping
7,tweakers.net,Ecommerce & Shopping > Price Comparison,=,00:04:10,4.06,39.89%,Ecommerce & Shopping
8,epey.com,Ecommerce & Shopping > Price Comparison,=,00:04:10,4.12,48.07%,Ecommerce & Shopping
9,cimri.com,Ecommerce & Shopping > Price Comparison,2,00:01:34,2.94,38.21%,Ecommerce & Shopping
10,heureka.cz,Ecommerce & Shopping > Price Comparison,1,00:03:25,4.71,24.64%,Ecommerce & Shopping
11,smartprix.com,Ecommerce & Shopping > Price Comparison,1,00:02:14,3.01,47.56%,Ecommerce & Shopping
12,bizrate.com,Ecommerce & Shopping > Price Comparison,=,00:01:15,1.35,74.28%,Ecommerce & Shopping
13,olx.pt,Ecommerce & Shopping > Price Comparison,1,00:07:25,7.51,28.57%,Ecommerce & Shopping
14,arukereso.hu,Ecommerce & Shopping > Price Comparison,1,00:04:12,4.66,38.01%,Ecommerce & Shopping
15,zbozi.cz,Ecommerce & Shopping > Price Comparison,2,00:02:47,3.07,43.6%,Ecommerce & Shopping
16,yadore.com,Ecommerce & Shopping > Price Comparison,3,00:00:05,1.08,92.6%,Ecommerce & Shopping
17,geizhals.de,Ecommerce & Shopping > Price Comparison,=,00:03:57,5.5,37.88%,Ecommerce & Shopping
18,idealo.fr,Ecommerce & Shopping > Price Comparison,2,00:01:55,2.79,35.39%,Ecommerce & Shopping
19,hotline.ua,Ecommerce & Shopping > Price Comparison,3,00:03:59,4.09,36.81%,Ecommerce & Shopping
20,buscape.com.br,Ecommerce & Shopping > Price Comparison,2,00:02:26,2.99,47.37%,Ecommerce & Shopping
21,dealsrazor.com,Ecommerce & Shopping > Price Comparison,38,00:00:05,1.09,93.81%,Ecommerce & Shopping
22,comparis.ch,Ecommerce & Shopping > Price Comparison,3,00:05:00,5.44,41.34%,Ecommerce & Shopping
23,aucfan.com,Ecommerce & Shopping > Price Comparison,3,00:04:55,3.82,49.81%,Ecommerce & Shopping
24,prisjakt.nu,Ecommerce & Shopping > Price Comparison,3,00:02:30,3.54,44.05%,Ecommerce & Shopping
25,bestprice.gr,Ecommerce & Shopping > Price Comparison,2,00:03:44,4.15,35.14%,Ecommerce & Shopping
26,heureka.sk,Ecommerce & Shopping > Price Comparison,=,00:02:50,4.82,23.56%,Ecommerce & Shopping
27,prisjakt.no,Ecommerce & Shopping > Price Comparison,3,00:02:19,3.35,39.82%,Ecommerce & Shopping
28,pricerunner.dk,Ecommerce & Shopping > Price Comparison,1,00:02:49,3.6,39.03%,Ecommerce & Shopping
29,shoppermeet.net,Ecommerce & Shopping > Price Comparison,=,00:00:05,1.07,91.84%,Ecommerce & Shopping
30,conexaomadura.com.br,Ecommerce & Shopping > Price Comparison,=,00:01:27,2.27,49.51%,Ecommerce & Shopping
31,ek.ua,Ecommerce & Shopping > Price Comparison,2,00:05:11,5.91,33.76%,Ecommerce & Shopping
32,priceoye.pk,Ecommerce & Shopping > Price Comparison,=,00:03:26,4.5,35.9%,Ecommerce & Shopping
33,zap.co.il,Ecommerce & Shopping > Price Comparison,2,00:04:02,3.85,45.52%,Ecommerce & Shopping
34,click-ecom.com,Ecommerce & Shopping > Price Comparison,10,00:00:18,1.08,93.63%,Ecommerce & Shopping
35,skapiec.pl,Ecommerce & Shopping > Price Comparison,5,00:00:38,2.41,28.63%,Ecommerce & Shopping
36,compari.ro,Ecommerce & Shopping > Price Comparison,2,00:02:55,2.83,48.96%,Ecommerce & Shopping
37,idealo.es,Ecommerce & Shopping > Price Comparison,9,00:02:36,2.84,46.21%,Ecommerce & Shopping
38,eponuda.com,Ecommerce & Shopping > Price Comparison,1,00:02:17,3.36,28.27%,Ecommerce & Shopping
39,moyo.ua,Ecommerce & Shopping > Price Comparison,3,00:02:25,2.4,45.34%,Ecommerce & Shopping
40,idealo.it,Ecommerce & Shopping > Price Comparison,4,00:01:59,2.63,51.93%,Ecommerce & Shopping
41,pricerunner.se,Ecommerce & Shopping > Price Comparison,6,00:01:46,2.8,47.02%,Ecommerce & Shopping
42,kuantokusta.pt,Ecommerce & Shopping > Price Comparison,4,00:04:06,3.44,41.02%,Ecommerce & Shopping
43,geizhals.at,Ecommerce & Shopping > Price Comparison,4,00:03:43,4.87,43.02%,Ecommerce & Shopping
44,toppreise.ch,Ecommerce & Shopping > Price Comparison,4,00:03:32,4.12,32.11%,Ecommerce & Shopping
45,beslist.nl,Ecommerce & Shopping > Price Comparison,1,00:01:54,2.13,56.1%,Ecommerce & Shopping
46,lemeilleuravis.fr,Ecommerce & Shopping > Price Comparison,1,00:00:38,1.36,50.71%,Ecommerce & Shopping
47,coolblue.de,Ecommerce & Shopping > Price Comparison,=,00:02:18,3.32,39.81%,Ecommerce & Shopping
48,muropaketti.com,Ecommerce & Shopping > Price Comparison,=,00:01:12,1.92,37.51%,Ecommerce & Shopping
49,custojusto.pt,Ecommerce & Shopping > Price Comparison,2,00:06:20,8.85,32.74%,Ecommerce & Shopping
50,maudau.com.ua,Ecommerce & Shopping > Price Comparison,3,00:03:14,3.37,58.48%,Ecommerce & Shopping
1,ticketmaster.com,Ecommerce & Shopping > Tickets,=,00:03:02,3.58,47.21%,Ecommerce & Shopping
2,eventbrite.com,Ecommerce & Shopping > Tickets,=,00:02:28,2.94,53.53%,Ecommerce & Shopping
3,stubhub.com,Ecommerce & Shopping > Tickets,=,00:02:54,4.95,39.27%,Ecommerce & Shopping
4,pia.jp,Ecommerce & Shopping > Tickets,=,00:04:32,6.4,35.45%,Ecommerce & Shopping
5,ticketmaster.co.uk,Ecommerce & Shopping > Tickets,9,00:03:42,4.36,39.29%,Ecommerce & Shopping
6,livenation.com,Ecommerce & Shopping > Tickets,4,00:02:28,2.57,55.57%,Ecommerce & Shopping
7,axs.com,Ecommerce & Shopping > Tickets,1,00:03:08,4.5,39.21%,Ecommerce & Shopping
8,seatgeek.com,Ecommerce & Shopping > Tickets,1,00:03:11,3.82,42.72%,Ecommerce & Shopping
9,feverup.com,Ecommerce & Shopping > Tickets,4,00:01:51,2.47,46.68%,Ecommerce & Shopping
10,sympla.com.br,Ecommerce & Shopping > Tickets,4,00:01:54,2.09,53.3%,Ecommerce & Shopping
11,eventim.de,Ecommerce & Shopping > Tickets,2,00:02:49,3.64,42.51%,Ecommerce & Shopping
12,eplus.jp,Ecommerce & Shopping > Tickets,1,00:03:28,5.39,41.83%,Ecommerce & Shopping
13,ticketmaster.ca,Ecommerce & Shopping > Tickets,3,00:03:28,3.8,43.65%,Ecommerce & Shopping
14,vividseats.com,Ecommerce & Shopping > Tickets,2,00:03:09,4.08,53.02%,Ecommerce & Shopping
15,ticketone.it,Ecommerce & Shopping > Tickets,3,00:03:19,4.41,29.07%,Ecommerce & Shopping
16,songkick.com,Ecommerce & Shopping > Tickets,1,00:01:07,2.66,38.6%,Ecommerce & Shopping
17,ticketmaster.com.mx,Ecommerce & Shopping > Tickets,=,00:03:39,3.86,32.17%,Ecommerce & Shopping
18,eventbrite.co.uk,Ecommerce & Shopping > Tickets,1,00:02:19,2.81,52.65%,Ecommerce & Shopping
19,biletinial.com,Ecommerce & Shopping > Tickets,6,00:01:57,3.37,53.78%,Ecommerce & Shopping
20,viagogo.com,Ecommerce & Shopping > Tickets,1,00:02:33,4.94,38.92%,Ecommerce & Shopping
21,kassir.ru,Ecommerce & Shopping > Tickets,1,00:02:27,2.64,42.19%,Ecommerce & Shopping
22,ticketmaster.fr,Ecommerce & Shopping > Tickets,8,00:03:30,5.62,35.01%,Ecommerce & Shopping
23,ticketek.com.au,Ecommerce & Shopping > Tickets,2,00:03:52,4.96,35.68%,Ecommerce & Shopping
24,tickets-center.com,Ecommerce & Shopping > Tickets,2,00:01:38,2.89,52.41%,Ecommerce & Shopping
25,seetickets.com,Ecommerce & Shopping > Tickets,1,00:02:29,3.19,39.33%,Ecommerce & Shopping
26,ticketjam.jp,Ecommerce & Shopping > Tickets,2,00:03:25,3.83,45.82%,Ecommerce & Shopping
27,fnacspectacles.com,Ecommerce & Shopping > Tickets,2,00:02:35,3.68,33.8%,Ecommerce & Shopping
28,eventbrite.ca,Ecommerce & Shopping > Tickets,1,00:02:35,3.15,52.32%,Ecommerce & Shopping
29,puntoticket.com,Ecommerce & Shopping > Tickets,8,00:03:28,4.5,36.06%,Ecommerce & Shopping
30,ticketsonsale.com,Ecommerce & Shopping > Tickets,1,00:01:12,2.62,47.95%,Ecommerce & Shopping
31,ticketland.ru,Ecommerce & Shopping > Tickets,5,00:03:03,4.37,31.07%,Ecommerce & Shopping
32,banlek.com,Ecommerce & Shopping > Tickets,3,00:01:51,9.53,22.48%,Ecommerce & Shopping
33,ticketweb.com,Ecommerce & Shopping > Tickets,1,00:02:01,2.81,64.01%,Ecommerce & Shopping
34,ticket.co.jp,Ecommerce & Shopping > Tickets,10,00:04:33,4.23,44.45%,Ecommerce & Shopping
35,ticketmaster.nl,Ecommerce & Shopping > Tickets,17,00:03:24,4.08,41.57%,Ecommerce & Shopping
36,ticketmaster.es,Ecommerce & Shopping > Tickets,21,00:02:46,3.46,42.34%,Ecommerce & Shopping
37,ebilet.pl,Ecommerce & Shopping > Tickets,2,00:01:40,2.61,26.69%,Ecommerce & Shopping
38,humanitix.com,Ecommerce & Shopping > Tickets,10,00:02:29,3.36,39.71%,Ecommerce & Shopping
39,ticketmaster.de,Ecommerce & Shopping > Tickets,15,00:02:47,3.58,43.36%,Ecommerce & Shopping
40,ticketmaster.com.au,Ecommerce & Shopping > Tickets,17,00:02:51,3.2,41.85%,Ecommerce & Shopping
41,ticketmaster.com.br,Ecommerce & Shopping > Tickets,12,00:02:36,2.85,50.08%,Ecommerce & Shopping
42,eventbrite.com.au,Ecommerce & Shopping > Tickets,4,00:02:38,2.93,53.5%,Ecommerce & Shopping
43,atgtickets.com,Ecommerce & Shopping > Tickets,9,00:03:32,5.02,43.08%,Ecommerce & Shopping
44,vivaticket.com,Ecommerce & Shopping > Tickets,2,00:02:58,4.11,29.41%,Ecommerce & Shopping
45,peatix.com,Ecommerce & Shopping > Tickets,5,00:03:51,3.88,49.22%,Ecommerce & Shopping
46,tuboleta.com,Ecommerce & Shopping > Tickets,3,00:05:23,4.8,28.35%,Ecommerce & Shopping
47,livenation.co.uk,Ecommerce & Shopping > Tickets,75,00:02:29,3.75,43.52%,Ecommerce & Shopping
48,entradas.com,Ecommerce & Shopping > Tickets,15,00:02:40,3.61,32.1%,Ecommerce & Shopping
49,ticketmaster.ie,Ecommerce & Shopping > Tickets,=,00:02:55,3.46,38.78%,Ecommerce & Shopping
50,ticketmaster.pl,Ecommerce & Shopping > Tickets,60,00:03:37,5.31,27.53%,Ecommerce & Shopping
1,kontur.ru,Finance > Accounting and Auditing,=,00:09:01,9.88,32.53%,Finance
2,hrblock.com,Finance > Accounting and Auditing,=,00:19:41,8.08,30.68%,Finance
3,cleartax.in,Finance > Accounting and Auditing,=,00:01:56,1.94,56.44%,Finance
4,icai.org,Finance > Accounting and Auditing,=,00:04:58,5.78,31.59%,Finance
5,podatki.gov.pl,Finance > Accounting and Auditing,21,00:07:55,12.05,31.1%,Finance
6,deloitte.com,Finance > Accounting and Auditing,=,00:05:19,5.38,42.25%,Finance
7,ottplay.com,Finance > Accounting and Auditing,2,00:01:18,1.76,67.86%,Finance
8,paysec-3dssvgw.com,Finance > Accounting and Auditing,=,00:02:13,3.59,23.54%,Finance
9,paytmpayments.com,Finance > Accounting and Auditing,2,00:02:13,2.64,35.3%,Finance
10,audit-it.ru,Finance > Accounting and Auditing,=,00:01:51,1.73,67.09%,Finance
11,teachoo.com,Finance > Accounting and Auditing,2,00:07:37,3.82,44.41%,Finance
12,taxact.com,Finance > Accounting and Auditing,8,00:07:14,5.91,39.45%,Finance
13,urzadskarbowy.gov.pl,Finance > Accounting and Auditing,65,00:05:39,10.77,20.99%,Finance
14,habuild.in,Finance > Accounting and Auditing,=,00:01:06,1.82,54.59%,Finance
15,infomart.co.jp,Finance > Accounting and Auditing,4,00:07:37,8.81,19.6%,Finance
16,ey.com,Finance > Accounting and Auditing,4,00:02:37,4.72,51.01%,Finance
17,taxconcept.net,Finance > Accounting and Auditing,4,00:01:41,1.53,65.81%,Finance
18,pwc.com,Finance > Accounting and Auditing,3,00:03:02,3.58,48.21%,Finance
19,intuitcdn.net,Finance > Accounting and Auditing,43,00:02:01,1.47,75.73%,Finance
20,klerk.ru,Finance > Accounting and Auditing,2,00:01:53,1.57,70.85%,Finance
21,studycafe.in,Finance > Accounting and Auditing,3,00:02:07,1.8,59.8%,Finance
22,paypay-card.co.jp,Finance > Accounting and Auditing,6,00:03:03,3.58,43.13%,Finance
23,mykomon.com,Finance > Accounting and Auditing,2,00:12:12,6.52,20.9%,Finance
24,poradnikprzedsiebiorcy.pl,Finance > Accounting and Auditing,5,00:01:51,1.52,67.37%,Finance
25,efatura.gov.tr,Finance > Accounting and Auditing,8,00:06:31,6.46,16.2%,Finance
26,accaglobal.com,Finance > Accounting and Auditing,2,00:07:01,8.26,35.76%,Finance
27,corporatefinanceinstitute.com,Finance > Accounting and Auditing,2,00:03:36,3.35,63.75%,Finance
28,taxslayer.com,Finance > Accounting and Auditing,23,00:12:24,22.75,36.96%,Finance
29,taxscan.in,Finance > Accounting and Auditing,2,00:01:06,2.16,34.57%,Finance
30,buhonline.ru,Finance > Accounting and Auditing,6,00:02:51,3.54,66.7%,Finance
31,fakturownia.pl,Finance > Accounting and Auditing,2,00:09:44,8.19,21.37%,Finance
32,edmbilisim.com.tr,Finance > Accounting and Auditing,2,00:11:39,9.94,15.2%,Finance
33,pacjent.gov.pl,Finance > Accounting and Auditing,5,00:05:20,6.88,38.59%,Finance
34,kpmg.com,Finance > Accounting and Auditing,2,00:02:06,2.58,55.16%,Finance
35,eej.at,Finance > Accounting and Auditing,12,00:01:17,1.42,77.54%,Finance
36,nalog-nalog.ru,Finance > Accounting and Auditing,2,00:01:49,1.75,64.23%,Finance
37,sompo-japan.co.jp,Finance > Accounting and Auditing,2,00:02:48,8.29,42.98%,Finance
38,action-media.ru,Finance > Accounting and Auditing,9,00:04:52,2.84,55.17%,Finance
39,defterbeyan.gov.tr,Finance > Accounting and Auditing,8,00:18:49,32.02,9.29%,Finance
40,rzp.io,Finance > Accounting and Auditing,4,00:00:28,1.54,41.1%,Finance
41,egov-nsdl.com,Finance > Accounting and Auditing,8,00:07:03,7.49,25.35%,Finance
42,onvio.us,Finance > Accounting and Auditing,17,00:08:55,11.24,47.79%,Finance
43,vero.fi,Finance > Accounting and Auditing,8,00:05:36,10.56,28.62%,Finance
44,jacksonhewitt.com,Finance > Accounting and Auditing,11,00:03:53,5.64,48.44%,Finance
45,biznes.gov.pl,Finance > Accounting and Auditing,8,00:05:35,10.37,47.61%,Finance
46,assistentus.ru,Finance > Accounting and Auditing,5,00:01:35,1.7,61.3%,Finance
47,buhexpert8.ru,Finance > Accounting and Auditing,5,00:03:24,2.08,63.64%,Finance
48,gofin.pl,Finance > Accounting and Auditing,8,00:03:20,2.6,53.26%,Finance
49,smbcgroup-point.jp,Finance > Accounting and Auditing,7,00:01:56,4.24,20.73%,Finance
50,moj.gov.pl,Finance > Accounting and Auditing,35,00:04:47,5.34,19.09%,Finance
1,paypal.com,Finance > Banking Credit and Lending,=,00:02:45,4.89,20.82%,Finance
2,chase.com,Finance > Banking Credit and Lending,=,00:07:18,10.42,17.81%,Finance
3,capitalone.com,Finance > Banking Credit and Lending,=,00:05:27,7.75,21.45%,Finance
4,citi.com,Finance > Banking Credit and Lending,=,00:09:23,5.05,20.94%,Finance
5,bankofamerica.com,Finance > Banking Credit and Lending,=,00:06:25,7.07,18.29%,Finance
6,wellsfargo.com,Finance > Banking Credit and Lending,1,00:05:48,10.89,16.48%,Finance
7,americanexpress.com,Finance > Banking Credit and Lending,1,00:04:23,5.72,27.33%,Finance
8,hdfcbank.com,Finance > Banking Credit and Lending,=,00:05:00,5.64,28.41%,Finance
9,tbank.ru,Finance > Banking Credit and Lending,=,00:04:06,4.18,54.37%,Finance
10,caixa.gov.br,Finance > Banking Credit and Lending,=,00:06:28,7.12,36.97%,Finance
11,wise.com,Finance > Banking Credit and Lending,1,00:02:39,3.48,59.53%,Finance
12,creditkarma.com,Finance > Banking Credit and Lending,5,00:02:33,4.95,37.29%,Finance
13,icicibank.com,Finance > Banking Credit and Lending,=,00:05:19,8.74,27.43%,Finance
14,td.com,Finance > Banking Credit and Lending,=,00:05:03,8.88,22.86%,Finance
15,bancoestado.cl,Finance > Banking Credit and Lending,=,00:04:00,6.31,15.02%,Finance
16,sberbank.ru,Finance > Banking Credit and Lending,3,00:05:15,6.72,26.9%,Finance
17,discover.com,Finance > Banking Credit and Lending,1,00:03:53,5.56,21.81%,Finance
18,ideal.nl,Finance > Banking Credit and Lending,4,00:00:52,1.39,68.27%,Finance
19,synchrony.com,Finance > Banking Credit and Lending,1,00:03:31,3.9,33.45%,Finance
20,alfabank.ru,Finance > Banking Credit and Lending,=,00:03:26,4.36,30.24%,Finance
21,syf.com,Finance > Banking Credit and Lending,=,00:02:04,3.11,42.64%,Finance
22,serasa.com.br,Finance > Banking Credit and Lending,1,00:02:43,5.26,38.76%,Finance
23,banki.ru,Finance > Banking Credit and Lending,1,00:02:01,2.5,53.8%,Finance
24,usbank.com,Finance > Banking Credit and Lending,3,00:05:48,7.26,19.8%,Finance
25,bb.com.br,Finance > Banking Credit and Lending,=,00:08:08,6.26,27.84%,Finance
26,nubank.com.br,Finance > Banking Credit and Lending,3,00:01:40,1.58,66.66%,Finance
27,royalbank.com,Finance > Banking Credit and Lending,1,00:06:52,14.91,10.26%,Finance
28,rakuten-bank.co.jp,Finance > Banking Credit and Lending,=,00:03:11,5.6,24.23%,Finance
29,bmo.com,Finance > Banking Credit and Lending,1,00:05:06,8.14,18.87%,Finance
30,pnc.com,Finance > Banking Credit and Lending,3,00:04:34,4.16,18.08%,Finance
31,itau.com.br,Finance > Banking Credit and Lending,4,00:02:53,4.78,25.58%,Finance
32,rbcroyalbank.com,Finance > Banking Credit and Lending,1,00:03:43,2.06,45.89%,Finance
33,interac.ca,Finance > Banking Credit and Lending,1,00:01:57,2.28,49.62%,Finance
34,bwanet.ca,Finance > Banking Credit and Lending,2,00:04:45,2.23,46.47%,Finance
35,citibankonline.com,Finance > Banking Credit and Lending,3,00:04:04,3.9,32.83%,Finance
36,commbank.com.au,Finance > Banking Credit and Lending,3,00:04:35,6.9,18.84%,Finance
37,scotiabank.com,Finance > Banking Credit and Lending,=,00:05:10,6.53,27.48%,Finance
38,maybank2u.com.my,Finance > Banking Credit and Lending,4,00:06:23,11.76,22.53%,Finance
39,cibc.com,Finance > Banking Credit and Lending,1,00:04:37,8.27,23.41%,Finance
40,bankid.no,Finance > Banking Credit and Lending,1,00:02:36,4.07,15.61%,Finance
41,healthy.kaiserpermanente.org,Finance > Banking Credit and Lending,2,00:06:36,5.41,35.38%,Finance
42,ing.nl,Finance > Banking Credit and Lending,2,00:02:33,4.25,16.13%,Finance
43,sravni.ru,Finance > Banking Credit and Lending,6,00:01:44,2.03,44.58%,Finance
44,rabobank.nl,Finance > Banking Credit and Lending,=,00:03:02,6.04,22.43%,Finance
45,sofi.com,Finance > Banking Credit and Lending,2,00:03:48,5.95,25.2%,Finance
46,navyfederal.org,Finance > Banking Credit and Lending,=,00:05:50,8.16,20.73%,Finance
47,tinkoff.ru,Finance > Banking Credit and Lending,36,00:06:15,10.89,38.22%,Finance
48,transbank.cl,Finance > Banking Credit and Lending,3,00:02:23,7.3,4.25%,Finance
49,santander.com.br,Finance > Banking Credit and Lending,4,00:03:23,3.77,42.13%,Finance
50,axisbank.co.in,Finance > Banking Credit and Lending,2,00:04:54,5.72,25.12%,Finance
1,intuit.com,Finance > Finance - Other,=,00:11:12,9.66,24.88%,Finance
2,trustpilot.com,Finance > Finance - Other,=,00:02:04,2.09,51.75%,Finance
3,marketwatch.com,Finance > Finance - Other,1,00:05:04,2.8,56.99%,Finance
4,coinbase.com,Finance > Finance - Other,1,00:05:09,5.56,37.51%,Finance
5,money.pl,Finance > Finance - Other,1,00:01:21,1.78,35.67%,Finance
6,ft.com,Finance > Finance - Other,3,00:02:23,2.23,50.27%,Finance
7,mercadopago.com.ar,Finance > Finance - Other,2,00:06:38,4.67,44.07%,Finance
8,moneyforward.com,Finance > Finance - Other,4,00:08:50,8.34,43.44%,Finance
9,fortune.com,Finance > Finance - Other,4,00:00:43,1.39,43.21%,Finance
10,businesstoday.in,Finance > Finance - Other,3,00:00:43,1.6,42.6%,Finance
11,foxbusiness.com,Finance > Finance - Other,1,00:02:38,1.96,51.23%,Finance
12,ilsole24ore.com,Finance > Finance - Other,4,00:04:04,2.44,50.97%,Finance
13,adyen.com,Finance > Finance - Other,1,00:02:02,2.53,36.42%,Finance
14,sberbank.com,Finance > Finance - Other,3,00:00:56,1.84,34.73%,Finance
15,toyokeizai.net,Finance > Finance - Other,4,00:02:46,2.9,47.78%,Finance
16,coingecko.com,Finance > Finance - Other,8,00:03:40,2.83,61.49%,Finance
